formation,fairy,speed,has_HG,tank,has_armor,max_HP,DPS,has_chip,damage
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,58
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,101
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,64
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,109
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,44
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,51
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,94
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 vfl,0,52
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,143
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,116
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,95
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,150
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,105
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,113
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,104
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,134
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,133
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,134
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,131
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,126
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,95
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,149
b-formation,5* fervor Mortar,4,1,M16,0,605,k11 sl10 eot,0,90
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,69
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,99
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,85
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,70
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,70
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,70
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,56
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,55
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,81
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,42
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,42
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,79
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,63
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,83
b-formation,5* fervor Mortar,4,1,M16,0,605,uzi mod2 8/8,0,65
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,88
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,74
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,119
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,100
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,87
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,84
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,47
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,90
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,106
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,79
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,116
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,72
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,77
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,99
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,115
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,91
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,80
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,113
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,69
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,72
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,102
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,98
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,63
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,112
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,111
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,97
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,73
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,75
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,132
b-formation,5* fervor Mortar,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,91
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,67
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,95
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,42
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,81
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,67
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,40
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,82
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,75
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,81
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,78
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,80
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,118
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,54
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,46
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 speq,0,55
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,89
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,59
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,69
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,35
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,80
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,46
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,80
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,68
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,39
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,50
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,85
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,59
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,67
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,37
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,416 mod2 10/8 vfl,0,46
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,95
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,135
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,148
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,28
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,113
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,112
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,37
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,151
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,78
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,138
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,95
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,155
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,123
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,141
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 vfl,0,110
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,43
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,64
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,74
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,54
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,57
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,92
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,72
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,78
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,63
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,80
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,246
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,63
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,209
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,102
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,88
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,39
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,65
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,169
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,35
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,87
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,128
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,76
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,81
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,96
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,106
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,101
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,85
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,59
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,53
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,k11 sl10 eot,0,78
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,142
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,139
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,157
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,217
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,149
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,112
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,155
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,128
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,127
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,128
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,106
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,133
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,163
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,195
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 vfl+speq,0,140
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,197
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,139
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,120
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,188
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,185
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,121
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,159
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,217
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,202
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,136
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,143
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,179
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,211
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,139
0-2-formation,5* dmg1 Rescue,4,1,M16,0,605,sop mod3 8/8 eot+speq,0,239
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,128
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,46
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,62
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,81
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,75
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,108
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,85
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,65
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,72
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,43
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,45
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,53
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,135
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,68
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 speq,0,112
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,132
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,108
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,66
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,109
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,136
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,87
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,158
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,75
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,65
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,66
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,62
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,65
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,85
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,115
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,416 mod2 10/8 vfl,0,135
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,104
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,169
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,159
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,185
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,78
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,90
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,141
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,123
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,107
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,117
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,141
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,100
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,75
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,123
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 vfl,0,134
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,73
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,117
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,154
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,140
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,147
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,114
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,151
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,151
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,141
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,112
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,132
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,102
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,175
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,102
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,k11 sl10 eot,0,67
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,158
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,154
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,151
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,171
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,150
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,125
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,209
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,136
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,139
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,146
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,200
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,132
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,179
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,146
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 vfl+speq,0,172
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,253
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,190
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,135
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,260
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,188
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,153
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,212
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,219
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,161
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,139
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,175
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,206
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,189
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,200
0-2-formation,5* dmg1 Rescue,10,1,M16,0,605,sop mod3 8/8 eot+speq,0,207
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,56
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,46
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,35
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,75
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,39
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,60
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,41
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,30
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,56
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,68
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,71
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,58
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,64
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,29
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 speq,0,46
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,35
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,46
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,33
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,96
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,56
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,63
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,59
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,49
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,45
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,36
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,31
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,35
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,47
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,57
0-2-formation,5* armor2 Armor,4,1,M16,0,605,416 mod2 10/8 vfl,0,34
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,71
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,85
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,73
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,126
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,113
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,111
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,79
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,145
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,42
0-2-formation,5* armor2 Armor,4,1,M16,0,605,k11 sl10 vfl,0,84
